combo,service,fault_type,run_id,case_id,simple_data_exists,inject_time_exists,n_rows,n_cols,n_metric_cols,columns_hash,time_dtype,time_min,time_max,time_span_sec,sampling_interval_mode_sec,sampling_interval_min_sec,sampling_interval_max_sec,n_non_uniform_gaps,n_missing_cells,cols_with_missing,n_duplicate_rows,n_duplicate_timestamps,n_constant_cols,n_near_constant_cols,constant_col_names,inject_time,inject_time_in_range,inject_time_frac,n_rows_pre_fault,n_rows_post_fault
cartservice_loss,cartservice,loss,1,cartservice_loss/1,True,True,721,60,59,6295c5930ec9876ee51d259d113e9839fc1bd77054d4f84f70b39c8d9a1318a1,int64,1693313092,1693313812,720,1.0,1.0,1.0,0,0,0,0,0,4,3,"cartservice_error,checkoutservice_error,frontend-external_error,frontend_error",1693313452,True,0.5,360,361
cartservice_loss,cartservice,loss,2,cartservice_loss/2,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692640656,1692641376,720,1.0,1.0,1.0,0,0,0,0,0,3,11,"adservice_error,frontend_error,productcatalogservice_error",1692641016,True,0.5,360,361
cartservice_loss,cartservice,loss,3,cartservice_loss/3,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692641427,1692642147,720,1.0,1.0,1.0,0,0,0,0,0,4,10,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692641787,True,0.5,360,361
cartservice_loss,cartservice,loss,4,cartservice_loss/4,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692642199,1692642919,720,1.0,1.0,1.0,0,0,0,0,0,4,12,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692642559,True,0.5,360,361
cartservice_loss,cartservice,loss,5,cartservice_loss/5,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692642970,1692643690,720,1.0,1.0,1.0,0,0,0,0,0,3,10,"adservice_error,frontend_error,productcatalogservice_error",1692643330,True,0.5,360,361
cartservice_mem,cartservice,mem,1,cartservice_mem/1,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693260105,1693260825,720,1.0,1.0,1.0,0,368,1,0,0,1,4,frontend_error,1693260465,True,0.5,360,361
cartservice_mem,cartservice,mem,2,cartservice_mem/2,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693260874,1693261594,720,1.0,1.0,1.0,0,0,0,0,0,1,4,frontend_error,1693261234,True,0.5,360,361
cartservice_mem,cartservice,mem,3,cartservice_mem/3,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693261645,1693262365,720,1.0,1.0,1.0,0,0,0,0,0,2,4,"frontend-external_error,frontend_error",1693262005,True,0.5,360,361
cartservice_mem,cartservice,mem,4,cartservice_mem/4,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693262418,1693263138,720,1.0,1.0,1.0,0,0,0,0,0,1,3,frontend_error,1693262778,True,0.5,360,361
cartservice_mem,cartservice,mem,5,cartservice_mem/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693263191,1693263911,720,1.0,1.0,1.0,0,0,0,0,0,2,5,"frontend-external_error,frontend_error",1693263551,True,0.5,360,361
checkoutservice_cpu,checkoutservice,cpu,1,checkoutservice_cpu/1,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692562068,1692562788,720,1.0,1.0,1.0,0,0,0,0,0,0,7,,1692562428,True,0.5,360,361
checkoutservice_cpu,checkoutservice,cpu,2,checkoutservice_cpu/2,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692560868,1692561588,720,1.0,1.0,1.0,0,0,0,0,0,1,7,frontend_error,1692561228,True,0.5,360,361
checkoutservice_cpu,checkoutservice,cpu,3,checkoutservice_cpu/3,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692562835,1692563555,720,1.0,1.0,1.0,0,0,0,0,0,1,8,frontend_error,1692563195,True,0.5,360,361
checkoutservice_cpu,checkoutservice,cpu,4,checkoutservice_cpu/4,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692563603,1692564323,720,1.0,1.0,1.0,0,0,0,0,0,0,8,,1692563963,True,0.5,360,361
checkoutservice_cpu,checkoutservice,cpu,5,checkoutservice_cpu/5,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692564371,1692565091,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"frontend-external_error,frontend_error",1692564731,True,0.5,360,361
checkoutservice_delay,checkoutservice,delay,1,checkoutservice_delay/1,True,True,721,58,57,c8d93f34d555264df6d79e95eacf222419d70fd8e5538cf513913174f19e9e87,int64,1692602612,1692603332,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"adservice_error,frontend-external_error",1692602972,True,0.5,360,361
checkoutservice_delay,checkoutservice,delay,2,checkoutservice_delay/2,True,True,721,58,57,c8d93f34d555264df6d79e95eacf222419d70fd8e5538cf513913174f19e9e87,int64,1692603380,1692604100,720,1.0,1.0,1.0,0,0,0,0,0,1,4,adservice_error,1692603740,True,0.5,360,361
checkoutservice_delay,checkoutservice,delay,3,checkoutservice_delay/3,True,True,721,58,57,c8d93f34d555264df6d79e95eacf222419d70fd8e5538cf513913174f19e9e87,int64,1692604147,1692604867,720,1.0,1.0,1.0,0,0,0,0,0,1,7,adservice_error,1692604507,True,0.5,360,361
checkoutservice_delay,checkoutservice,delay,4,checkoutservice_delay/4,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692604915,1692605635,720,1.0,1.0,1.0,0,425,1,0,0,2,6,"adservice_error,frontend_error",1692605275,True,0.5,360,361
checkoutservice_delay,checkoutservice,delay,5,checkoutservice_delay/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692605682,1692606402,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"adservice_error,frontend_error",1692606042,True,0.5,360,361
checkoutservice_loss,checkoutservice,loss,1,checkoutservice_loss/1,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692634003,1692634723,720,1.0,1.0,1.0,0,0,0,0,0,3,9,"adservice_error,frontend_error,productcatalogservice_error",1692634363,True,0.5,360,361
checkoutservice_loss,checkoutservice,loss,2,checkoutservice_loss/2,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692634775,1692635495,720,1.0,1.0,1.0,0,0,0,0,0,3,9,"adservice_error,frontend_error,productcatalogservice_error",1692635135,True,0.5,360,361
checkoutservice_loss,checkoutservice,loss,3,checkoutservice_loss/3,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692635545,1692636265,720,1.0,1.0,1.0,0,0,0,0,0,2,12,"adservice_error,productcatalogservice_error",1692635905,True,0.5,360,361
checkoutservice_loss,checkoutservice,loss,4,checkoutservice_loss/4,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692636315,1692637035,720,1.0,1.0,1.0,0,0,0,0,0,4,10,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692636675,True,0.5,360,361
checkoutservice_loss,checkoutservice,loss,5,checkoutservice_loss/5,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692637084,1692637804,720,1.0,1.0,1.0,0,0,0,0,0,3,10,"adservice_error,frontend_error,productcatalogservice_error",1692637444,True,0.5,360,361
checkoutservice_mem,checkoutservice,mem,1,checkoutservice_mem/1,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692630775,1692631495,720,1.0,1.0,1.0,0,0,0,0,0,1,7,adservice_error,1692631135,True,0.5,360,361
checkoutservice_mem,checkoutservice,mem,2,checkoutservice_mem/2,True,True,721,58,57,2e15e6d44355cbf5e5eb10edd517a122bb176c9c99535518b5a7ec9cb4df419e,int64,1693306306,1693307026,720,1.0,1.0,1.0,0,680,1,0,0,0,1,,1693306666,True,0.5,360,361
checkoutservice_mem,checkoutservice,mem,3,checkoutservice_mem/3,True,True,721,57,56,5c49ad15fd4d7acffd2790ace9a93026198dca9c3c8988b2a70813e7f4c064d5,int64,1693307075,1693307795,720,1.0,1.0,1.0,0,0,0,0,0,0,7,,1693307435,True,0.5,360,361
checkoutservice_mem,checkoutservice,mem,4,checkoutservice_mem/4,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692632463,1692633183,720,1.0,1.0,1.0,0,0,0,0,0,2,9,"adservice_error,productcatalogservice_error",1692632823,True,0.5,360,361
checkoutservice_mem,checkoutservice,mem,5,checkoutservice_mem/5,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692633233,1692633953,720,1.0,1.0,1.0,0,0,0,0,0,4,7,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692633593,True,0.5,360,361
currencyservice_cpu,currencyservice,cpu,1,currencyservice_cpu/1,True,True,721,57,56,ee8e604d7123f31ceb563f6b92c0637619cbb7046614948592a71d007df18de9,int64,1692434345,1692435065,720,1.0,1.0,1.0,0,32,5,0,0,0,6,,1692434705,True,0.5,360,361
currencyservice_cpu,currencyservice,cpu,2,currencyservice_cpu/2,True,True,721,60,59,638744218c9e7af470fe20d1c12f4bdcd3b1b9f02ce851aed3a3eeaf89d63df4,int64,1692534701,1692535421,720,1.0,1.0,1.0,0,1116,2,0,0,2,2,"cartservice_error,frontend-external_error",1692535061,True,0.5,360,361
currencyservice_cpu,currencyservice,cpu,3,currencyservice_cpu/3,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692536256,1692536976,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"frontend-external_error,frontend_error",1692536616,True,0.5,360,361
currencyservice_cpu,currencyservice,cpu,4,currencyservice_cpu/4,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692537022,1692537742,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"frontend-external_error,frontend_error",1692537382,True,0.5,360,361
currencyservice_cpu,currencyservice,cpu,5,currencyservice_cpu/5,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692537792,1692538512,720,1.0,1.0,1.0,0,0,0,0,0,2,9,"frontend-external_error,frontend_error",1692538152,True,0.5,360,361
currencyservice_delay,currencyservice,delay,1,currencyservice_delay/1,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692575890,1692576610,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"frontend-external_error,frontend_error",1692576250,True,0.5,360,361
currencyservice_delay,currencyservice,delay,2,currencyservice_delay/2,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692576660,1692577380,720,1.0,1.0,1.0,0,0,0,0,0,1,9,frontend_error,1692577020,True,0.5,360,361
currencyservice_delay,currencyservice,delay,3,currencyservice_delay/3,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692610292,1692611012,720,1.0,1.0,1.0,0,0,0,0,0,3,7,"adservice_error,frontend-external_error,frontend_error",1692610652,True,0.5,360,361
currencyservice_delay,currencyservice,delay,4,currencyservice_delay/4,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692611060,1692611780,720,1.0,1.0,1.0,0,0,0,0,0,2,7,"adservice_error,frontend_error",1692611420,True,0.5,360,361
currencyservice_delay,currencyservice,delay,5,currencyservice_delay/5,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692578963,1692579683,720,1.0,1.0,1.0,0,0,0,0,0,1,9,frontend_error,1692579323,True,0.5,360,361
currencyservice_loss,currencyservice,loss,1,currencyservice_loss/1,True,True,721,60,59,6295c5930ec9876ee51d259d113e9839fc1bd77054d4f84f70b39c8d9a1318a1,int64,1693313863,1693314583,720,1.0,1.0,1.0,0,0,0,0,0,3,6,"cartservice_error,checkoutservice_error,frontend_error",1693314223,True,0.5,360,361
currencyservice_loss,currencyservice,loss,2,currencyservice_loss/2,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692646551,1692647271,720,1.0,1.0,1.0,0,0,0,0,0,3,10,"adservice_error,frontend_error,productcatalogservice_error",1692646911,True,0.5,360,361
currencyservice_loss,currencyservice,loss,3,currencyservice_loss/3,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692647325,1692648045,720,1.0,1.0,1.0,0,0,0,0,0,3,9,"adservice_error,frontend_error,productcatalogservice_error",1692647685,True,0.5,360,361
currencyservice_loss,currencyservice,loss,4,currencyservice_loss/4,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692648099,1692648819,720,1.0,1.0,1.0,0,0,0,0,0,4,8,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692648459,True,0.5,360,361
currencyservice_loss,currencyservice,loss,5,currencyservice_loss/5,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692648874,1692649594,720,1.0,1.0,1.0,0,0,0,0,0,3,9,"adservice_error,frontend_error,productcatalogservice_error",1692649234,True,0.5,360,361
currencyservice_mem,currencyservice,mem,1,currencyservice_mem/1,True,True,721,57,56,5c49ad15fd4d7acffd2790ace9a93026198dca9c3c8988b2a70813e7f4c064d5,int64,1693307843,1693308563,720,1.0,1.0,1.0,0,0,0,0,0,0,4,,1693308203,True,0.5,360,361
currencyservice_mem,currencyservice,mem,2,currencyservice_mem/2,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693263962,1693264682,720,1.0,1.0,1.0,0,0,0,0,0,3,7,"adservice_error,frontend-external_error,frontend_error",1693264322,True,0.5,360,361
currencyservice_mem,currencyservice,mem,3,currencyservice_mem/3,True,True,721,57,56,5c49ad15fd4d7acffd2790ace9a93026198dca9c3c8988b2a70813e7f4c064d5,int64,1693308611,1693309331,720,1.0,1.0,1.0,0,0,0,0,0,0,6,,1693308971,True,0.5,360,361
currencyservice_mem,currencyservice,mem,4,currencyservice_mem/4,True,True,721,57,56,5c49ad15fd4d7acffd2790ace9a93026198dca9c3c8988b2a70813e7f4c064d5,int64,1693309382,1693310102,720,1.0,1.0,1.0,0,0,0,0,0,0,7,,1693309742,True,0.5,360,361
currencyservice_mem,currencyservice,mem,5,currencyservice_mem/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693265380,1693266100,720,1.0,1.0,1.0,0,0,0,0,0,3,7,"adservice_error,frontend-external_error,frontend_error",1693265740,True,0.5,360,361
paymentservice_cpu,paymentservice,cpu,1,paymentservice_cpu/1,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692436378,1692437098,720,1.0,1.0,1.0,0,9,2,0,0,2,6,"frontend-external_error,frontend_error",1692436738,True,0.5,360,361
paymentservice_cpu,paymentservice,cpu,2,paymentservice_cpu/2,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692535468,1692536188,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"frontend-external_error,frontend_error",1692535828,True,0.5,360,361
paymentservice_cpu,paymentservice,cpu,3,paymentservice_cpu/3,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692538562,1692539282,720,1.0,1.0,1.0,0,0,0,0,0,1,8,frontend_error,1692538922,True,0.5,360,361
paymentservice_cpu,paymentservice,cpu,4,paymentservice_cpu/4,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692539328,1692540048,720,1.0,1.0,1.0,0,0,0,0,0,1,6,frontend_error,1692539688,True,0.5,360,361
paymentservice_cpu,paymentservice,cpu,5,paymentservice_cpu/5,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692540094,1692540814,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"frontend-external_error,frontend_error",1692540454,True,0.5,360,361
paymentservice_delay,paymentservice,delay,1,paymentservice_delay/1,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692583572,1692584292,720,1.0,1.0,1.0,0,0,0,0,0,1,6,frontend_error,1692583932,True,0.5,360,361
paymentservice_delay,paymentservice,delay,2,paymentservice_delay/2,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692584340,1692585060,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"emailservice_mem,frontend_error",1692584700,True,0.5,360,361
paymentservice_delay,paymentservice,delay,3,paymentservice_delay/3,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692585108,1692585828,720,1.0,1.0,1.0,0,0,0,0,0,1,8,frontend_error,1692585468,True,0.5,360,361
paymentservice_delay,paymentservice,delay,4,paymentservice_delay/4,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692585876,1692586596,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"emailservice_mem,frontend_error",1692586236,True,0.5,360,361
paymentservice_delay,paymentservice,delay,5,paymentservice_delay/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692611829,1692612549,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"adservice_error,frontend_error",1692612189,True,0.5,360,361
paymentservice_loss,paymentservice,loss,1,paymentservice_loss/1,True,True,721,60,59,6295c5930ec9876ee51d259d113e9839fc1bd77054d4f84f70b39c8d9a1318a1,int64,1693321693,1693322413,720,1.0,1.0,1.0,0,0,0,0,0,4,7,"cartservice_error,checkoutservice_error,frontend-external_error,frontend_error",1693322053,True,0.5,360,361
paymentservice_loss,paymentservice,loss,2,paymentservice_loss/2,True,True,721,60,59,6295c5930ec9876ee51d259d113e9839fc1bd77054d4f84f70b39c8d9a1318a1,int64,1693316177,1693316897,720,1.0,1.0,1.0,0,0,0,0,0,2,8,"cartservice_error,checkoutservice_error",1693316537,True,0.5,360,361
paymentservice_loss,paymentservice,loss,3,paymentservice_loss/3,True,True,721,60,59,6295c5930ec9876ee51d259d113e9839fc1bd77054d4f84f70b39c8d9a1318a1,int64,1693316948,1693317668,720,1.0,1.0,1.0,0,0,0,0,0,4,8,"cartservice_error,checkoutservice_error,frontend-external_error,frontend_error",1693317308,True,0.5,360,361
paymentservice_loss,paymentservice,loss,4,paymentservice_loss/4,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692659994,1692660714,720,1.0,1.0,1.0,0,0,0,0,0,4,10,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692660354,True,0.5,360,361
paymentservice_loss,paymentservice,loss,5,paymentservice_loss/5,True,True,721,60,59,6295c5930ec9876ee51d259d113e9839fc1bd77054d4f84f70b39c8d9a1318a1,int64,1693317721,1693318441,720,1.0,1.0,1.0,0,0,0,0,0,4,8,"cartservice_error,checkoutservice_error,frontend-external_error,frontend_error",1693318081,True,0.5,360,361
paymentservice_mem,paymentservice,mem,1,paymentservice_mem/1,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693270016,1693270736,720,1.0,1.0,1.0,0,0,0,0,0,2,5,"frontend-external_error,frontend_error",1693270376,True,0.5,360,361
paymentservice_mem,paymentservice,mem,2,paymentservice_mem/2,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693270791,1693271511,720,1.0,1.0,1.0,0,0,0,0,0,1,5,frontend_error,1693271151,True,0.5,360,361
paymentservice_mem,paymentservice,mem,3,paymentservice_mem/3,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693271566,1693272286,720,1.0,1.0,1.0,0,0,0,0,0,2,4,"frontend-external_error,frontend_error",1693271926,True,0.5,360,361
paymentservice_mem,paymentservice,mem,4,paymentservice_mem/4,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693272340,1693273060,720,1.0,1.0,1.0,0,0,0,0,0,0,4,,1693272700,True,0.5,360,361
paymentservice_mem,paymentservice,mem,5,paymentservice_mem/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693273112,1693273832,720,1.0,1.0,1.0,0,0,0,0,0,2,5,"frontend-external_error,frontend_error",1693273472,True,0.5,360,361
productcatalogservice_cpu,productcatalogservice,cpu,1,productcatalogservice_cpu/1,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692553551,1692554271,720,1.0,1.0,1.0,0,0,0,0,0,1,9,frontend_error,1692553911,True,0.5,360,361
productcatalogservice_cpu,productcatalogservice,cpu,2,productcatalogservice_cpu/2,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692587411,1692588131,720,1.0,1.0,1.0,0,0,0,0,0,1,7,frontend_error,1692587771,True,0.5,360,361
productcatalogservice_cpu,productcatalogservice,cpu,3,productcatalogservice_cpu/3,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692555085,1692555805,720,1.0,1.0,1.0,0,0,0,0,0,1,9,frontend_error,1692555445,True,0.5,360,361
productcatalogservice_cpu,productcatalogservice,cpu,4,productcatalogservice_cpu/4,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692622892,1692623612,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"adservice_error,frontend_error",1692623252,True,0.5,360,361
productcatalogservice_cpu,productcatalogservice,cpu,5,productcatalogservice_cpu/5,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692588179,1692588899,720,1.0,1.0,1.0,0,0,0,0,0,1,8,frontend_error,1692588539,True,0.5,360,361
productcatalogservice_delay,productcatalogservice,delay,1,productcatalogservice_delay/1,True,True,721,58,57,1116ad8399301dd3397328e0dbc79c1a615392927c1a0e20a7093a1bb4929212,int64,1692588946,1692589666,720,1.0,1.0,1.0,0,0,0,0,0,3,7,"emailservice_mem,frontend-external_error,frontend_error",1692589306,True,0.5,360,361
